country,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,362,609,1020,944,760,620,939,946,1040,1050,792,507,416,289,282,379,548,691,683,690,663
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,36,30,23,20,13,10,30,31,52,32,54,77,110,139,132,282,381,431,467
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,173,281,479,410,285,288,270,236,401,574,554,579,497,630,597,839,1130,1430,1500,1800,1900
Jordan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,557,723,717,703,663,758,730,743,757,610,532,622,927,1290,1830,2430,3470,4120,4730,4980
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,22,27,70,51,32,19,26,28,10,36,37,48,61,68,83,99,114,112,121
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,739,876,922,888,656,605,656,527,579,603,749,747,926,1150,1150,1570,2230,3510,5830,6980,5970
Kenya,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,713,10.2k,10.9k,11.2k,11.4k,1080,1720,2200,2980,1650,1590,1540,2190,2930,3260,3560,5710,7290,7880,8950
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,322,393,538,616,474,362,583,444,407,427,1560,1560,1200,1290,1830,2260,2370,2570,2720,2590,2700
Cambodia,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,304,465,461,501,856,668,415,212,220,137,182,214,231,257,372,380,1580,749,865,916
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,0,0,0,0,5,10,0,0,5,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,5,0,0,5,8,8,11,12,14,20,21,7,20,22,18,11,17,18
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,471,604,499,307,321,308,384,509,318,233,173,183,212,282,252,266,381,536,643,698
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,146,116,104,89,65,123,104,61,56,81,164,135,173,260,431,650,951,1220,1400,1410
Lao,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,963,911,474,471,346,283,164,178,190,68,24,10,41,113,165,167,223,294,390,463
Lebanon,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,1890,2360,2130,1610,2000,3160,2560,2280,1760,1520,1380,1980,2730,3830,5990,8480,9290,8060,8040,7860
Liberia,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,6360,10.6k,6190,7590,5980,5000,3520,2380,2200,1910,1960,2020,1980,2320,2410,2600,3360,2990,2970,3070
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,484,922,898,811,763,657,613,753,636,558,1950,1890,2070,3890,6040,6520,6840,6790,6020,5440
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,28,66,275,272,149,200,144,179,336,597,683,679,517,257,35,60,196,178,65,75,83
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,6600,4940,2970,3110,4240,4720,5970,7040,7570,8590,10.2k,14k,16.1k,17.2k,14.8k,15.5k,18.9k,14.5k,16.1k,15k
Lesotho,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,10,6,5,12,17,5,5,158,279,676,665,1090,698,20,38,49,38
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,138,256,356,358,202,181,152,83,60,110,120,111,90,76,57,64,78,95,89,76,78
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,107,178,189,198,148,118,100,37,24,76,177,143,94,66,57,77,96,105,103,98,92
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,270,294,263,251,449,582,463,526,603,832,1130,1760,2860,3220,5580,7250,6850,8160,8400,8160
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,866,2150,1520,978,615,569,1270,909,879,734,635,457,430,877,1440,3440,4350,3420,4540,5660,5510
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,15,5,15,29,14,15,22,5,20,31,18,11,27,168,200,166,53,73,111,264,338
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,31,24,5,28,35,34,35,11,23
Mexico,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1k,22.5k,30.9k,26.5k,18.8k,12.6k,11.8k,14.8k,17.4k,20.4k,9960,5330,3610,12.3k,29.4k,46.3k,64.3k,85.1k,89.8k,102k,112k
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,0,0,0,0,50
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,505,2230,2120,1170,695,702,1600,1100,1070,868,2840,2260,4640,6680,7790,14.6k,7050,4040,3230,2530,1720
Mali,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,367,314,222,191,339,411,625,738,759,385,389,1850,6530,12.2k,9870,9700,15.1k,10.9k,8610,11.1k
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5,5,5,8,5,0,5,0,0,0,0,0,0,0,0,5,0,5,10,15,10
Myanmar,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1130,2030,10.6k,10.5k,41.1k,26.3k,19k,22.3k,22.6k,22.3k,24.1k,25.6k,45k,51.3k,60.6k,56k,41.1k,30.5k,37.5k,40.2k
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,295,180,173,181,300,371,577,1270,3020,1130,770,633,606,634
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,597,850,1030,693,561,645,1850,1960,2070,2290,1790,1440,941,1260,2200,3530,3830,4170,4390,4060,4120
Mozambique,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,168,310,366,6,678,678,5,11,346,865,1430,1410,2190,5700,12.6k,8980,8770,8660
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,2560,2970,2870,2570,2300,1800,1000,773,891,753,579,3030,3840,7000,7470,7390,7540,8120,8590,9230
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,21,18,19,11,17,21,15,21,16,40,107,114,120,151,202,203,229,294,304,338
Malawi,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,147,1450,2940,3850,43,8180,8210,42,60,2960,4540,4270,3890,5670,3750,3150,2800,2570,2170
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,312,480,325,175,184,135,112,128,148,116,136,170,266,948,2820,6160,9480,15k,21.3k,21.5k
Namibia,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,150,179,185,184,40,14,16,23,43,345,1090,571,276,45,60,130,211,332,761,839
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,415,555,452,351,581,470,261,264,283,319,290,354,419,535,763,838,2400,2050,2470,4100
Nigeria,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,4130,7650,14.6k,13.3k,14k,8360,9730,10.4k,9640,11.9k,10.5k,14.2k,21.3k,30.1k,51.4k,66.9k,91.9k,84.6k,113k,73.1k
Nicaragua,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1k,13.2k,9940,6860,6240,4420,2300,822,466,430,154,138,121,507,718,1240,2130,2720,32.3k,67.2k,62.1k
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,87,87,90,115,40,38,22,25,25,21,42,28,25,40,55,42,64,91,102,82
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,5,5,5,0,5,15,25,11,11,15
Nepal,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,550,606,725,1310,2420,2420,2140,2090,1800,1160,2000,2510,3780,6640,8960,11.5k,13.2k,9070,9940,10.3k
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,16
New Zealand,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,6,6,6,13,7,18,27,14,27,32
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,5,5,0,0,0,0,5,0,5,6,0,0,0,9,16,24,22,28,59,70
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,8000,11.4k,16.8k,15.8k,16.4k,6760,8600,6240,4760,20k,13.7k,23.7k,47.5k,44.4k,64k,67.7k,76.9k,75.3k,66.4k,61.4k
Panama,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,72,108,89,70,59,18,29,36,41,51,31,31,27,28,59,81,126,141,240,315
Peru,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,2750,3580,2770,2100,1640,1920,3060,2500,5810,4760,498,336,696,1030,1530,2290,3500,4900,8670,10.5k
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,1840,2020,1830,980,862,791,752,904,790,651,355,377,876,1120,1890,3120,8080,3800,4730,4960
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,0,5,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,17,6,18,10,11,43,46,83,146,213,198,261,372,445,549,650
Poland,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,879,818,904,569,603,372,187,225,245,153,349,326,274,263,399,565,784,912,1020,1050
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,50,49,70,41,64,67,95,232,213,125,268,550,1020,940,233,223,526,587,146,117,88
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,146,551,392,212,122,45,41,33,46,60,67,49,40,34,64,81,171,245,338,348
Paraguay,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,44,50,42,31,36,44,32,30,24,22,23,28,34,67,117,175,278,632,832
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,889,999,1070,1020,1050,1390,2420,2650,2490,3190,1760,2420,3340,3640,4320,5980,8860,13.5k,11.6k,12.3k
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,30,14,0,5,5,0,0,5,7,7,5,0,5,12,23,39,33,36,38
Romania,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470,2810,2290,2160,1340,1140,1320,561,385,412,308,465,610,1150,1010,1380,2520,3260,4250,3920,3720
Russia,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6k,14.7k,19.6k,21k,13k,14.3k,19.1k,17.6k,15.7k,13.3k,10.5k,11.8k,15.3k,26k,24.2k,27.5k,35.4k,38.7k,43.3k,48.3k,44.4k
Rwanda,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8k,25.9k,11k,10.1k,5350,15.9k,8610,8230,6080,4790,10.3k,9260,10.3k,8480,10k,10.9k,11.7k,12.8k,13.8k,15.8k,16.6k
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,147,105,99,83,65,42,30,33,43,75,103,141,192,380,561,987,1250,1440,1420,1240
Sudan,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1k,19.8k,14k,6680,11.9k,13.5k,16.6k,19.4k,18.1k,16.9k,23.7k,31.4k,21.5k,28.4k,36k,42.9k,50.5k,52.2k,67.4k,74.1k,69.7k
Senegal,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,1230,781,831,1540,1830,1230,888,805,616,1520,926,2650,4680,8720,14.3k,16.3k,25.2k,17.4k,15.3k,15.9k
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,20,20,15,22,11,14,13,12,10,18,25,30,31,45,47,55,70,88,74
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,14,5,15,10,10,26,22,0,0,0,5,5,10,20,37,79,106,145,227,267
Sierra Leone,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6860,9070,7470,6910,8120,5930,5620,4650,2620,2950,1410,1200,2310,2390,3150,3490,4670,6240,7420,7300,8380
El Salvador,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176k,165k,152k,129k,91.8k,45.2k,28.8k,18.6k,11.2k,9740,1540,1630,1650,11.3k,18k,31.4k,62.2k,105k,119k,136k,150k
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12k,16.2k,13.9k,14.8k,20.5k,30.5k,22k,16.4k,20.5k,21.1k,22.8k,31.2k,33.7k,35.7k,49.1k,56.7k,60.5k,58.3k,55.9k,54.9k,53.8k
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18.7k,30.7k,3770,4100,5790,6450,12.7k,5890,4540
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,23,25,29,22
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,48,54,44,33,28,21,20,9,11,12,10,5,18,17,46,49,25,44,57,72,141
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,796,674,706,402,212,201,282,97,129,348,424,538,624,399,327,541,580,699,390,233,209
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,22,28,25,11,19,11,9,12,16,15,7,12,11,5,10,12,14,10,15,5
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,24,7,10,17,5,14,12,28,18,41,10,10,15,17,18,29,41,34
Eswatini,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,10,5,5,64,95,53,50,131,166,146,140,159,137,40,48,97,81
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,26,28,13,10,8,5,8,14,7,0,0,0,0,12,20,5,5,0,6,5
Syria,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730,3850,4260,3550,3780,6990,7490,6850,5980,5560,9740,14.4k,26k,41k,79.6k,246k,184k,147k,140k,119k,107k
Chad,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420,2990,2440,2320,2540,3110,3430,2670,3340,2310,2660,3120,3760,3840,3300,3270,3180,3110,4400,5360,6220
Togo,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,1970,2780,5720,5460,7470,6590,1300,1120,959,1020,2970,3020,1510,1690,2130,2650,3760,3550,3380,3300
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,156,250,155,90,214,201,363,406,392,217,175,172,173,410,833,950,1330,2790,3530,3750
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,635,394,217,200,157,152,119,93,140,260,324,371,445,604,838,1450,3200,3620,3190,2670,2460
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,15,36,124,159,180,170,146,134,110,77,47,70,125,317,743,1210,1070,1120,1260,576,585
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,513,5,0,0,8,0,0,0,0,0,6,10,7,5,0,5,10,41,324
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,47,65,38,13,6,14,14,21,21,10,21,39,61,82,62,77,106,170,419,731
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,117,179,321,288,172,209,158,175,241,271,146,103,90,127,173,195,241,303,305,408,414
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,396,432,370,343,357,358,334,352,488,537,1600,2280,1790,1780,2330,2060,2330,2750,2680,2810
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2k,13.3k,12.5k,8530,5280,11.3k,12.2k,9170,8530,9270,7490,6890,8860,10.6k,11.2k,12.1k,23.2k,33.8k,42.9k,47k,44.5k
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,
Tanzania,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,807,2490,3560,4340,5240,205,2910,2900,204,194,553,807,1020,1060,1580,1220,1460,1660,1960,1900
Uganda,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,943,2030,2820,3200,4300,1340,3130,3130,898,929,1970,3080,3750,4750,6430,5330,10.2k,11k,11.5k,11.7k
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3040,5900,4870,2850,2640,2660,3480,2420,1900,1530,1250,1040,1210,1630,15.1k,22.4k,34.6k,37.7k,32k,28k,21.4k
Uruguay,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,311,510,541,129,63,54,31,52,60,49,41,33,22,42,62,103,174,203,311,430
United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,110,233,345,266,255,390,1100,1740,1440,866,591,417,283,164,245,286,2200,2830,3120,2490
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,372,662,1530,1520,1330,1470,2150,1840,1840,1580,1610,1500,1430,1780,1980,2660,3090,3540,4610,5000,5170
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,78,174,510,419,213,353,318,504,744,1070,1050,905,486,223,45,43,131,136,56,78,38
Venezuela,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,334,779,2020,2680,2820,2370,1750,1520,1570,626,570,496,1150,4820,15.1k,45.1k,148k,464k,795k,851k
Vietnam,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,3470,2090,1250,1080,1700,1760,1780,1710,1190,1120,1300,1390,2000,3130,4370,4540,7120,5570,8100,9440
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14,52,75,151
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,0,0,0,0,0,0,0,0,11,7,7,9,10,11,42,84,133
